Texto,Tipo
beber chop na disney da cerveja e realmente incrivel compre sua caneca e vista seu chapeuzinho ideal fazer as compras antes das pq depois e so tumulto,1
fui no sabado do feriado do dia o mais agitado e com certeza o mais incrivel,1
compre seus vales chops antecipados para nao enfrentar filas depois,0
se nao tudo e fila perto das e quando se quer comer algo tbm,0
demorei muito para ir pela primeira vez a esta festa e agora se puder gostaria de ir todos os anos,1
fomos durante o dia e me surpreendi com o ambiente familiar a organizacao do pavilhao de eventos o parque germanico limpeza,1
realmente confirmou tudo que sempre ouvi falar,1
muitas opcoes de cervejas e alimentacao,1
nao sei como fica o lugar a noite com mais gente jovem e buscando por outras diversoes mas para a gente o dia na oktoberfest foi demais,1
terminamos vendo o desfile no centro da cidade que ocorreu apesar da chuva,1
fiquei impressionada com o tamanho e organizacao do evento,1
fui duas vezes e sempre tudo muito bom,1
roupas dancas e comida tipica,1
muito chopp com diversos sabores desde o tradicional ate de meta pimenta ou chocolate,1
sao tres enormes ambientes com shows e apresentacoes diferentes e areas externas com comidas e vendas de lembrancas como chaveiros canecas roupas tudo perfeito,1
melhor festa tipica que ja conheci,1
das melhores festas que ja excelentes opcoes de cerveja e alimentacao muita cultura germanica,1
a estrutura e enorme o clima da festa e uma a pena usar os trajes tipicos e entrar no clima muita gente usa e voce ainda paga meia sabados a festa fica mais cheia e cria algumas dificuldades como a ida ao banheiro,0
adorei a festa,1
ficamos em um hotel muito proximo que iamos caminhando,1
sao servidas diversos tipos de cerveja,1
importante experimentar cada uma delas,1
as bandas tipicas sao muito animadas,1
para festa ser mais divertida tem que ir a carater,1
excelente festa boa comida boas cervejas ambiente agradavel sem bagunca super organizado limpeza,1
a festa e sensacional,1
o clima que envolve o evento contagia demais,1
ir a vila germanica com trajes tipicos possibilita pagar meia entrada e aos domingos entrar de forma gratuita alem disso possibilita se sentir de casa,1
os tres setores contam com musica muito boa varios momentos de dancas tipicas com interacao com a plateia coreografias e bordoes que saimos replicando sem parar,1
o copo de de cerveja estava r a comida em torno de r,1
o sabado foi o dia mais lotado da vila e a estrutura nao comportou a quantidade de pessoas os banheiros tinham filas de mais de em local onde cerveja e inviavel e ainda ficou tudo muito quente e intransitavel,0
os demais dias foram incriveis,1
fora da vila tem o desfile que vale a pena ver tambem mas acontece apenas na quarta e sabado,1
festa grandiosa e tipica alema,1
para beber muita cerveja de qualidade e apreciar uma otima comida alema,1
os precos sao medios,0
a cada ano uma festa inesquecivel com uma grande variedade gastronomica e possibilidades de degustacao de cervejas nacionais e importavas,1
a vila germanica e um espaco que vibra numa frequencia especial,1
a cultura alema transpira brasilidade,1
volto todo ano agora durante o dia para levar o meu neto,1
super curti a festa o desfile ambiente irado boa comida boa cerveja,1
quero voltar ano que vem,1
grande variedade de comida e tipos de chopp os shows e competicoes sao super legais tambem,1
muita gente bonita e feliz,1
a festa e muito grande,1
sao pavilhoes lotados de gente,1
a praca de alimentacao e muito organizada e possui diversas opcoes,1
para ir com crianca e legal chegar cedo e ir embora cedo porque o numero de pessoas depois de e muito grande,0
fomos na semana do feriado do dia de outubro e no sabado realmente havia muita isso a cerveja e bem gelada em todos as cervejarias o pretzel e excelente e a musica e animada a noite inteira,1
vale a pena,1
com certeza iria novamente,1
estive em na oktoberfest de blumenau pela segunda vez e pude aproveitar a festa por dias,1
a festa neste ano estava extremamente organizada estive nos dias vespera de feriado feriado e nao gastei tempo em filas inclusive para os banheiros,1
a variedade de chopp estava excelente o servico tambem e a praca de alimentacao muito atrativa,1
alem disso bandas tocavam simultaneamente nos palcos o que possibilitava o tempo todo,1
para quem gosta de festa tipica recomendo o passeio,1
com amigos em casal nao tive problemas,1
oktoberfest e diversao a vila fica especialmente animada tudo muito bem organizado e seguro,1
muita cerveja musica e danca,1
va ao menos na vida e aproveite,1
maior e melhor festa das americas a festa da cerveja muita variedade de cervejas comidas tipicas alemas musicas tipicas muita gente se divertindo e festando sem falar na estrutura que e demais tudo muito bem organizado e seguro e os valores nao sao absurdos mas sim acessiveis a todos,1
para quem sai de curitiba que e minha localidade pode pegar um onibus com ida e volta de uma empresa super seria e prestativa por um valor muito bom e ainda com litros de choop mais caneca personalizada,1
da maior festa alema do mundo que acontece fora da alemanha,1
otima para quem quer conhecer a cultura alema e gosta de muito chopp,1
acredito que seja necessario aumentar a estrutura visto que no sabado vai muita gente e acaba tendo fila para comprar chopp ir ao banheiro etc,0
festa alema a qual acontece no brasil municipio de blumenau com todo o sentido e contexto de elevar a cultura alema e assim trazendo muita cerveja e comidas tipicas,1
e muitas pessoas para se divertir,1
a primeira oktoberfest espero que a primeira de muitas,1
o evento e sensacional,1
a vila germanica e muito espacosa maior do que eu imaginava,1
o evento e muito bem organizado,1
precos normais nem um pouco abusivos,1
animacao total do primeiro ao ultimo dia,1
sinceramente superou as minha expectativa,1
como estou morando em blumenau nao tenho duvidas que estarei na oktober em,1
quem nao conhece ainda ponha com prioridade pro ano que vem,1
voce realmente se sente proximo da cultura alema com pessoas trajadas e musicas durante todo o evento,1
falta melhorar a demora com relacao as filas dos banheiros e caixas para comprar bebida,0
fora isso vale muito a pena conhecer,1
festa tipica alema a oktoberfest e um lugar de pessoas alegres tipicamente trajadas e cheia de boas surpresas,1
ha opcoes variadas de gastronomia ,1
precos um pouco elevados e ,0
muita opcao de chopps,1
precos da ultima edicao de r a r,1
prove as cervejas da cerveja blumenau hemmer e eisenbahn produzidas na cidade,1
aconselho para familias os dia de semana segunda terca quarta e demais dias aconselho para devido ao grande fluxo,1
ha guarda volumes no local por r e estacionamentos ao entorno da muito a pena conhecer e se divertir,1
a festa esta aumentando a cada ano,1
e a quinta vez que participamos e esse ano ficamos ate mais tarde na festa e ficou complicado pra beber comer e transitar o ambiente estava muito lotado,0
o ideal e ir mais cedo e ir embora por volta da meia noite a nao ser que seja solteiro e queira paquerar,0
os banheiros ja foram mais limpos,0
tirando esses pontos negativos e uma festa muito animada e apaixonante,1
boa comida boa cerveja boa musica,1
festa tipica alema,1
como sao muitos dias de festa voce tem dias e horarios que atendem todos os publicos ambientes mais familia de segunda a e durante o dia nos demais dias da semana ,1
durante as noites de quinta a sabado ha muito movimento e muita agitacao,0
eu recomendo comer no alemao batata ou nos restaurantes na parte fixa da vila germanica sao melhores equipados e com melhores condicoes de dar maior conforto,0
muitas empresas de chopp tem um menu degustacao que vale muito experimentar os tipos diferentes de cerveja,1
adoro a festa,1
fui pela terceira vez e voltarei no proximo ano,1
comidas deliciosas com precos justos,1
as cervejas sao mais caras que o comum mas ,0
a qualidade por se tratar de produtos artesanais e diferenciados valem muito a pena,1
sempre um novo sabor para descobrir,1
as bandas ao vivo tocando musicas proprias da festa fazem toda diferenca para dar um clima especial,1
vale a pena conferir,1
fomos pela primeira vez na oktoberfest,1
nao se aproximou em nada ao que imaginavamos que seria,1
e uma festa surpreendentemente boa,1
otimas opcoes de chopp preco razoavel r por e muito animada,1
sugiro que procurem as letras e coreografias das musicas antes de irem para nao ficarem perdidos rsrs e nao percam o desfile que tambem e muito animado,1
se procuram uma festa mais familiar vao durante o dia ou a noite durante a semana,1
nos finais de semana costuma estar muito cheio nesses dias comprem as fichas logo na entrada,0
indico a festa para todos que tiverem curiosidade,1
experiencia unica,1
uma festa muito top,1
pra quem gosta de chopp essa e a festa,1
ocorre durante o mes de outubro na vila germanica em,1
algumas dicas para quem nunca foi voce pode pagar meia entrada se estiver com o traje completo do evento procure no site do oktober as pecas o ideal e comprar os ingressos antecipados pela internet se voce nao e da cidade eles sempre esgotam antes tanto o meia quanto o inteira,0
os dias mais movimentados sao quinta sexta e sabado mas todos os dias tem evento,0
dentro da festa tem a praca de alimentacao pavilhoes onde simultaneamente tocam bandas e voce pode escolher o que te grada mais,0
os chopps tem o pilsen tradicional e os especiais de diversos sabores,0
pra quem tiver dificuldade de encontrar voo para navegantes os aeroportos de curitiba joinville e floripa tambem nao ficam tao distantes de blumenau se voce tiver mesmo querendo ir ao evento vale muito a pena,1
viva a centopeia ein prosit,1
que festa massa lugar super bem estruturado ingresso pra curtir um evento daquele nivel barato voce tem a opcao de pagar um pouco mais e ficar no camarote uma fica e comprar roupas a carater antes pra ir no clima da festa leve sua caneca mais,1
melhor dia pra visita na semana de preferencia pra quem vai com criancas pequenas,1
atracoes musicais e espaco super tranquilo,1
comidas deliciosas e cervejas bem diferentes,1
adorei a visita,1
foi minha primeira vez na festa e minha surpresa foi muito melhor do que esperava,1
festa organizada povo animado chopp gelado e com precos justo,1
cheguei cedo na festa e nao enfrentei nenhum tipo de fila experiencia maravilhosa,1
a unica ressalta e o atendimento na mais,0
se esta afim de se divertir conhecer culturas diferentes e encontrar pessoas bonitas va ao oktoberfest blumenau,1
a cidade e maravilhosa vale muita a pena conhecer com certeza voltarei ah isso serve para quem nao bebe assim como eu,1
a oktoberfest foi a melhor experiencia que tive no brasil em se tratando de festas populares,1
tudo muito bem organizado na vila germanica tem equipes de limpeza circulando pelo parque,1
muita animacao dentro e fora do parque em toda a cidade,1
populacao e turistas entram mais,1
o oktoberfest e um evento imperdivel em blumenau,1
a cidade e linda e aconchegante com seu aspecto germanico,1
possui entrada mais barata para estudante e idosos alem de gratuidade para quem vai de trajes tipicos,1
a opcao de bebidas e imensa e o preco e mais,1
a festa resgatou a essencia que tinha perdido ha alguns anos,1
hoje e uma festa para casais e familias,1
o desfile e um espetaculo a parte com muita gente bonita e muitos dos carros que desfilam distribuem cervejas cucas etc a festa propriamente dita que mais,1
com certeza animacao e o que nao falta na festa,1
ja gostei mais de frequentar agora prefiro ir em dias de semana ou mais cedo,0
o segundo final de semana e impossivel pra quem gosta de dancar comer e beber,0
o desfile e o auge mais,1
fomos na sexta dia compramos o ingresso pela internet no site oficial antecipado e pagamos r mais taxa fomos a noite e estava lotado,0
muitas pessoas de diferentes paises e todos encantados com o tamanho do evento,1
a maioria das pessoas vai a mais,1
essa foi a primeira vez que fui a oktoberfest e estou encantada ate agora,1
festa linda com otimas apresentacoes culturais cerveja gelada organizacao em todos os sentidos,1
estava um pouco receosa porque estava com meu filho de anos mas o domingo que foi o mais,1
oktoberfest e uma festa onde tem musica comida muita cerveja artesanal,1
tem uma otima estrutura limpeza e organizacao lojas onde se encontra tudo relacionado a festa,1
festa mais top do brasil foi o ano que eu fui e voltarei muita vezes,1
cada ano esta maior e melhor,1
recomendo nao ir no sabado pois fica muito cheia,0
muitos banheiros varias chopperias muitos pontos de compra de ticket,1
uma organizacao impecavel nota limpeza musica gente bonita variedade de cervejas comida alema shows animacao retratando as tradicoes da cultura alema,1
vale a pena mesmo ir,1
ambiente para todos os tipos de idade,1
fui dois dias na ocktoberfest e fiquei encantada o desfile de rua e super animada com as pessoas cantando e dancando o tempo todo,1
o parque da vila germanica da um banho de organizacao e limpeza,1
facilidade para usar os banheiros e comprar bebidas e comidas e musica animada e agradavel,1
voltarei com certeza,1
com certeza e uma das melhores festas brasileiras,1
muito bem organizado comidas excelentes e muitas cervejas,1
cheguei cedo numa e o ambiente estava bem tranquilo com muitas familias criancas e pessoas mais velhas,1
por volta da comeca o ambiente fica mais cheio muita gente mesmo,1
ai comeca uma outra festa muitos jovens,1
mas vale muito a pena,1
a diversao com as musicas dancas e atracoes e incrivel,1
estive nos dias a na oktober e me diverti demais,1
e uma festa pra quem e solteiro pra que e casado pra quem namora pra quem tem filho pra quem e velhinho pra qualquer um,1
duas coisas que me impressionaram nao vi nenhuma briga detalhe foi recorde de publico no fds que fui e nao tinha revista na entrada,1
agora imagina uma festa linda organizada onde cada detalhe e um show a parte,1
com roupas tipicas e variedades de shop para quem gosta comidas tipicas adorei a dupla salsicha no espeto com pao muito saborosa e a batata recheada de strogonof de carne e a melhor,1
precos acessiveis e diversao garantida,1
o desfile das bicicletas e carros enfeitados com criatividade e muito capricho foi maravilhoso,1
o que e festa que promove a cultura e as tradicoes da alemanha e presta um culto as origens da regiao colonizada por alemaes a partir de,1
mundialmente conhecida pelo culto a cerveja e mais precisamente ao chope,1
onde curtir o local que concentra as atracoes fixas e o parque vila germanica proximo ao centro da cidade,1
o parque abre aprox am e fecha entre e dependendo do dia ate as nao e cobrado entrada a partir desse horario comecam os show,1
o que beber em a patrocinadora oficial foi a eisenbahn porem nao havia exclusividade,1
tambem pode encontrar cervejaria blumenau schin kirin hemmer e outros estandes com cervejarias menores e chopes artesanais,1
o que comer ampla praca de alimentacao com milhoes de opcoes desde espetinhos de salsichao varios tipos da culinaria cordeiro porco hamburgues massa pastel bolos cucas doces ate doces de com nomes indecifraveis,1
os precos dos chopes sao tabelados em pilsen e especiais a incluem weizen ipa ale witbier e derivacoes,1
o que comprar a vila possui duas ruas dedicadas a artesanato e itens de primeira necessidade um caneco de aluminio sai em media e um de vidro aprox,1
compre tambem a tradicional corda e se gostar o chapeu tipico,1
onde ficar a cidade nao conta com uma rede de hoteis muito ampla,0
e possivel encontrar pousadas por precos legais,1
se for em feriados reserve com antecedencia,0
existem dois hoteis da rede ibis que geralmente esgotam as reservas em poucas horas,0
ficamos no hotel oasis chartouni veja review em link especifico e gostamos bastante,1
como se mover a cidade conta com uber cerca de carros em mas tambem possui bom sistema de transporte publico,1
passeio obrigatorio bar da fabrika blumenau choperia fica pouco distante da cidade veja review especifico mas vale muito a pena pela comida e pelas bebidas,1
quanto tempo ficar nao tem como curtir todas as atracoes do parque em menos de,1
o desfile que nao ocorre todo dia tambem e uma atracao legal,1
otima festa sensacional otimos shows otimas cervejas,1
segundo ano que vou na festa e pretendo voltar sempre que der,1
festa muito bem organizada espaco amplo limpa,1
grande diversidade de comidas e cervejas da regiao a precos acessiveis,1
animacao incrivel,1
a um preco justo reais a inteira quem usa traje tipico paga meia entrada temos acesso a uma festa muito bem organizada,1
sao grandes galpoes fora uma area aberta e uma praca de alimentacao,1
excelentes opcoes de chopes artesanais de todos os mais,1
resumo ocktober fest de festa pra se ir apenas uma vez na vida,1
bebida e comida muitas opcoes,1
precos acessiveis chopps especiais em sua maioria a r entradas entre r e r a inteira dependendo do dia comidas mais,1
se voce nao gosta de uma multidao de mil pessoas em um espaco considerado pequeno pela quantidade de pessoas,0
se voce nao gosta de fila se voce gosta de realmente de um chopp bem gelado se voce nao gosta de uma quantidade x de mais,0
festa encantadora com muita musica tradicional comidas tipicas deliciosas bom para ir em turma e se divertir muito,1
a festa e excelente muita diversao o ambiente e propicio para familia,1
fui num horario que nao tinha tanta gente dava para transitar ocorre que haviam poucos caixas e muitas pessoas nas filas,1
ao meu ver tinha que ter mais banheiros pois os que tem mais,0
a festa e maravilhosa,1
grande evento com comidas tipicas alemas bandas que animam o publico e as melhores cervejas da regiao,1
muitas delas inclusive premiadas internacionalmente,1
convidei um grupo de amigos e fomos de van de floripa para blumenau,1
chegamos por volta das e ja tinha fila pra tudo,0
nao me conformo que os organizadores sabem que vai dar fila e nao fazem nada pra sanar,0
os banheiros orgulho de mais,1
comida variada para todos os gostos,1
cervejas diferentes com preco medio de reais,1
fomos com um bebe e chegamos,1
deu para aproveitar bem,1
tem fraldario e lugar para sentar,1
da para circular bem com o carrinho e o ambiente e familiar e bem mais,1
fomos em familia e amigos para esta festa tradicional e adoramos,1
bandas muito animadas apresentacao da cultura germanica exibida nas dancas apresentacoes comidas tipicas tudo muito lindo,1
o item limpeza e a parte o tempo todo passavam recolhendo copos pratos se alguma bebida caia rapidamente mais,1
festa muito boa organizada com muita gente animada e afim de se divertir,1
ha dois momentos o familiar mais cedo ou durante a semana otimo para ir com as criancas e o a noite para ir com amigos ou familia adulta para cantar dancar e mais,1
legalzinha nada demais um monte de gente bebendo a um preco carissimo comendo comidas tipicas da alemanha e ouvindo musicas tipicas o som tao alto que nao entendemos animacao deles e contagiante isso realmente e show senhoras de idade com roupas tipicas muitoooo simpaticos e educados,0
como estao com duas criancas fomos conhecer durante o dia ambiente bem com precos acima da realidade mais como tudo em lugares turisticos,0
festa super tradicional com muitas opcoes de comidas varios tipos de cerveja e shows de bandas tipicas alemas,1
para quem nao bebe muito como eu e minha noiva recomendo que va cedo pois nao tem filas e nem multidao e e possivel ver melhor a festa,1
estrutura excelente mas dizem que sabado e muito cheio ate para ir ao banheiro,0
mesmo para quem nao bebe vale a pena a visita se estiver pela regiao,1
realizacao de um sonho poder participar da oktoberfest de blumenau a maior festa alema do que va descansado pois as musicas sao muito animadas e e dificil ficar parado,1
mesmo com a estrutura que a vila germanica tem e possivel ter que enfrentar algumas filas nos caixas e no banheiro principalmente se for no sabado dia que enche quatro ambientes com bandas se apresentando ao mesmo tempo se ficar andando de um pavilhao para o outro voce vai acabar ouvindo musicas repetidas o que depois de dois dias de festa faz a gente ficar enjoado e cansado de ouvir a mesma um tempo para provar alguma comida ,0
a batata recheada e deliciosa e bem grande dificil comer desfile que acontece todas as quartas e sabados tambem e a ideia do com apenas r guardamos nossas coisas e ainda conseguimos carregar o seu caneco seu traje tipico e aproveite a oktoberfest em blumenau,1
festa maravilhosa tudo muito organizado e limpo e pra quem gosts de cerveja como eu me senti na disney ds cervejs,1
recomendo a todos as pessoas a conhecer a festa,1
restante dentro da vila germanica setor gasthof,1
pedi um risoto com linguica blumenau e recebi um arroz com linguica horrivel,0
seco frio e longe de ser um recomendo,0
toalhas sujas e atendimento pessimo,0
para criancas legal chegue cedo aproveire apar comer e beber sem filas,0
com a esposa sem filhos legal tb va ali pelas e fique ate umas cimo e beba sem muita filas mas com bastante gente para ver,1
solteiro execelente va e caia na night,1
tem para todos basta quere,1
tudo muito bonito limpo e organizado,1
se quiser pouco agito va de tarde,1
se quiser muito agito va apos as,1
varias opcoes de comida tradicional,1
cerveja de qualidade,1
vale a pena conhecer nem que seja apenas uma vez e pronto,1
realizada nos pavilhoes da villa germanica na cidade de blumenau a oktoberfest e a maior festa tipica alema do brasil que acontece no mes de outubro,1
organizacao e limpeza e a palavra chave da festa,1
possui uma variedade de pratos tipicos alemaes e cervejas artesanais de diversas marcas,1
nas quartas e sabados durante a festa acontece o desfile na principal rua da cidade imperdivel para quem vem a blumenau,1
vale muito a pena conhecer a oktoberfest,1
ir a oktoberfest em blumenau e certeza de muita diversao excelente comida alema e cervejas de primeira qualidade,1
estive no domingo as um lugar amplo e aconchegante para todas as idades bandas em todos os setores os chopes estavam gelados tomei so os especiais kkkk somente estava sem carbonatacao ideal,1
o restaurante do batata tinha uma banda com mocas um show,1
faltou atendentes que entendesse efetivamente de cerveja para um melhor apoio ,0
a cerveja eisenbahn ipa pra mim foi a nelhor,1
a organizacao do evento muito boa local limpo e grande sensacao de seguranca,1
fui pela primeira vez ao oktoberfest com a familia e voltaria sempre,1
achei muito organizado muito limpo,1
o parque um pouco sem manutencao mas as criancas se divertiram,1
comidas e bebidas sem fila,1
festa muito bem organizada cidade charmosa,1
bastante opcao de comida por mais que tenham muitos banheiros nao tem como evitar as filas porem para comprar comida e bebida nao tem muita fila de espera,1
adorei da para ir em casal e aproveitar da mesma forma,1
povo bonito e muito alegre,1
com certeza voltarei em breve,1
a oktoberfest e uma festa rica em cultura fiquei fascinada com as roupas que as pessoas usavam todos sempre muito animados as bandas tocando musicas tipicas e as dancas apresentadas otimo tambem para conhecer a culinaria alema,1
quem acha que apenas de um festival para beber e muito mais rico que isso,1
primeiramente parabens blumenau cidade limpa linda falando de festa que capricho lindo desfile de abertura,1
cidade feliz ja na vila germanica sem palavras espaco muito amplo enormes pavilhoes muito animados cada um com um show diferente chopp com excelente preco,1
retornarei em breve,1
oktoberfest e sempre muito bom,1
nos dias proximo ao feriado e sempre muito cheio e fica dificil a circulacao dentro do parque,0
as filas ao banheiro sao sempre o ponto chato no pavilhao e onde fica o maior deles,0
existem muitos pontos de venda de comida e chopp quase nao precisa esperar,1
para quem quer mais tranquilidade a tarde da pra aproveitar todo i parque e a culinaria,1
nao deixem de comer o pretzel e uma delicia,1
muitas opcoes de comida esse ano,1
fizeram un lounge feminimo com banheiros,1
so haviam muitas filas pra tudo mas se vc for em um setor diferente pode encontrar caixas banheiros com pouquissima gente,0
tudo fica aberto ate aa da manha,1
entao da pra comprar aquela lembrancinha,1
conservacao e limpeza do local estava presenciamoa,1
nenhum briga no local,1
a oktober e uma festa que vale a pena conhecer,1
se a pessoa gostar de menos agitacao e bom evitar sextas e sabados a noite,0
no restante a festa e mais tranquila,1
tem muita musica alema e muito chope da regiao,1
estive varias vezes na alemanha conheco muitas cidades e lugares principalmente da baviera da alta a baixa frankonia posso dizer que nao tem nada em blumenau que lembre nem de longe algum padrao de uma cidade alema em termos de praticidade eficiencia limpeza organizacao sofisticacao seja no planejamento urbano transporte publico hoteis uma tipica cidade brasileira ,0
mas a oktoberfest e uma festa bonita com as caracteristicas do povo da cidade vou todos os anos,1
super festa com muita alegria muita familia muitos jovens muita bebida muita comida muita musica,1
vale muito conhecer e participar dessa festa,1
encontrei apenas duas marcas boas de cerveja perrolibre e providencia preco razoavel mas fica caro por causa do ingresso,0
as festas de rua de vide memorial al muito melhor e mais barata,1
a maior festa alema do brasil,1
rica gastronomia alema,1
muita musica inclusive com bandas da alemanha,1
muitas lojas com venda de trajes tipicos e souvenirs,1
e a melhor cerveja do brasil esta aqui em blumenau,1
uma das maiores festas do brasil tradicao diversao e festa regrada a muito chope comida e musica quero voltar sempre ,1
nos finais de semana e bom chegar cedo pois e tanta gente que voce mal consegue andar mas vale a animacao excelente,0
hoje em dia esta muito organizadinha e cheia de regras sobre o que pode entrar publico maximo e etc,1
perdeu um pouco da festa,0
preco do estacionamento e um absurdo,0
chopp idem todo ano aumenta muito,0
mas ainda e referencia no pais e vale a pena apesar da tradicao estar virando exploracao,1
a oktober de blumenau se caracteriza pelo acolhimento e simpatia de seu povo,1
sequem a risca a tradicao germanica porem o volume de pessoas e bem menor que o da original em munich,1
portanto mais acolhedora e sem duvida extremamente divertida,1
a oktoberfest blumenau e uma festa bem familiar e explora muito a cultura local,1
fiquei encantada com as apresentacoes e principalmente com a variedade de cervejas,1
e um otimo lugar pra voce ir em amigos e ter um momento de diversao e boa comida,1
as bandas tipicas tambem sao um otimo atrativo,1
imagina estar em um lugar que tudo e possivel,1
a minha disneylandia da cerveja,1
kkkkkk cerveja de todos os tipos famosas e artesanais,1
comidas tipicas alema e muita musica boa,1
o lugar e totalmente acolhedor a cidade e linda e limpa,1
amei tudo,1
recomendo pra dar volta com familia e criancas,1
lugar tranquilo pascoa e no natal tem decoracao muito lindo,1
a melhor festa alema a tem aqui no sul,1
a oktoberfest e muito top,1
pessoas lindas e elegantes,1
comida uma delicia tem a batata chedeada que e a melhor,1
exemplo de organizacao povo animado e muita cerveja,1
a oktoberfest de blumenau e uma otima festa dura quase que o mes inteiro de outubro e na linda vila germanica mas e melhor ir nos dias de semana para pegar o ambiente mais tranquilo,1
o preco do ingresso e barato visto a estrutura oferecida,1
aproveite para comer pratos tipicos da culinaria alema na festa e beber chopes artesanais produzidos na regiao,1
e uma das festas mais tipicas do brasil,1
se quer tranquilidade para ir com a familia e as criancas o bom e ir no meio da semana ou final de semana na hora do almoco e a tarde a noite e para o pessoal que mais,1
a festa mais alema a oktoberfest e regada de otimo chopp excelente gastronomia bandas que embalam a noite e o principal muita gente linda,1
recomendo muito,1
pequeno espaco onde voce vive um pouquinho a cultura alemao,1
lojinhas para compra de doces souvenir e restaurante para provar o maravilhoso e tradicional joelho de porco,1
se existe festa tradicional no brasil melhor do que essa sinceramente em desconheco,1
mesmo sendo uma festa de origem alema eu afirmo novamente que foi a melhor festa tradicional que ja fui e impressionante a alegria das pessoas a estrutura montada na vila germanica o mais,1
todos os ambientes com atendimento nota apesar da lotacao comida tipica otima desfile a carater lindo fiquei encantada pessoas lindas,1
filas enormes para qualquer coisa,0
os precos nao agradam comida ruim,0
chopp muito bom mas so isso,1
para quem curte musica alema a noite inteira tudo bem,1
cansativa durante a semana vale a pena,0
a festa e otima pra quem gosta de uma folia como blumenau nao tem carnaval a oktoberfest acaba sendo o carnaval de blumenau,1
se ainda nao conhece vale a pena a viagem se quer mais tranquilidade venha durante a semana se quer mais agito e mais,1
todos caminhos levam a vila germanica de blumenau sc em outubro,1
todos ambientes com atendimento muito bons comida tipica fantastica limpeza e organizacao impecaveis fazem da festa a melhor,1
sem falar do chopp que simplesmente supera todas expectativas muitas opcoes em cervejas artesanais show,1
e uma festa bem democratica,1
geralmente a baderna maior ocorre a partir de quinta ate sabado,1
ja as familias vao mais tranquilamente de domingo ate quarta,1
visitamos o complexo da oktoberfest a vila germanica simplesmente encantador lugar com boa musica boa comida ambiente familiar podendo ir durante o dia ou a noite,1
a organizacao e incrivel,1
na chegada da festa os participantes recebem um guia com mapa dos pavilhoes atracoes artisticas de todos os dias cardapio de comidas tipicas cardapio de chopps,1
a festa dispoe de bandas tipicas alemas e os convidados locais participam integralmente vestindo trajes tipicos,1
o estacionamento e de dificil acesso e falta um pouco de capricho nas comidas,0
excelente opcao de festa tipica para o mes de outubro,1
cervejas artesanais fabricadas em blumenau e santa catarina e culinaria tipica alema,1
diversao garantida por um preco bem acessivel,1
a regiao do vale do itajai se transforma em outubro para receber as festas tipicas alemas sendo a mais famosa delas a oktoberfest de blumenau,1
imperdivel para quem gosta de gastronomia choop muita musica e diversao,1
sao pavilhoes enormes e em cada um deles conta com um palco com bandas tipicas alemas cantando e dancando sem contar toda a area externa que tem varias lojas mais um palco com musica muita barraca de comida e um parque de diversao que voltou em,1
traje tipico nao e obrigatorio mas e otimo para entrar no clima da festa e ainda garante meia entrada todos os dias caso o traje esteja completo e e muito comum as pessoas irem dica compre seu ingresso antecipadamente pela internet,1
o parque vila germanica onde e realizada a festa tem capacidade limitada e nos finais de semana e comum ter lotacao maxima,1
fui com amigos pensei que arrependeria ja que nao bebo e me surpreendi,1
muito linda a festa com pessoa de todas as idades com trajes tipicos uma verdadeira festa cultural,1
la tem varias lojas com muitas opcoes de alimentacao bebidas sobremesas e lembrancinhas,1
nao da pra sair de la sem comprar as grandes canecas com os cordoes,1
a limpeza e de tirar o chapeu,1
otima viagem com amigos otima festa para curtir com a galera,1
fora a quantidade e qualidade de chopp de diversos tipos a riqueza culturual do lugar e incrivel,1
o somar dos anos esta fazendo muito bem para a nossa maior festa a oktoberfest qiue a cada ano fica mais sem falar das bandas alemas cada vez mais pitorescas as cervejas artesanais e os petiscos saborosos tudo num somatorio de fazer qualquer um feliz,1
isso sem falar da limpeza dos banheiros que deixam qualquer um mais exigente tranquilo,1
a minha recomendacao para quem quer se divertir sem se incomodar e chegar cedo para quem vai com a familia pois a medida que a festa avanca para depois das os excessos vao fazendo suas vitimas,0
e os exageros comecam a incomodare a hora da gurizada se divertir eu,0
e uma festa muito boa onde cultiva a tradicao alema melhorou muito nos ultimos anos com algumas medidas tomadas ficou uma festa mais familiar e bem mais segura,1
vale a pena conferir os pratos e as cervejas artesanais,1
se vc vai com a familia e criancas recomendo ir na hora do almoco dai vc podera experimentar as cervejas artesanais pratos tipicos alemao ouvir bandinhas alemas,1
agora pra quem e solteiro e ta a fim de pegacao pode ir a noite sem medo,1
 lota de gente filas imensas para tudo gente caindo de bebada pelas cantos principalmente no segundo sabado da festa e o auge,0
excelente festa acabamos comprando entrada para o camarote e valeu a pena comida e bebida inclusa,1
e a principal atracao da cidade,1
apesar de estar ficando cada ano mais cara ,0
e uma opcao imperdivel na cidade,1
festa maravilhosa e pra quem ter curtir mesmo com a familia apreciando os chopp e a comida e a musica va de dia e muito bom,1
de noite e muita gente filas pessoas sem nocao,0
a festa e muito bonita e animada recomendo o desfile na cidade antes de ir ao pavilhao ,1
o que desagrada e que esta virando algo proximo a micareta muito gente perde a nocao no pavilhao antes de meia noite vc consegue passear e experimentar varias cervejas apos este horario o lugar lota muito e fica insuportavel pra quem nao gosta deste tipo de balada rsrs,0
musica comida chopp festa e tradicao em um so lugar,1
horario disponivel para todos os estilos idades e formas de festar,1
